[2023-06-09 07:56:11,678] ================================================================ (start)
[2023-06-09 07:56:12,639] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:56:12,650] * Made default base-url 'http://localhost:8080/' from hostname 'localhost' and listen port '8080' 
[2023-06-09 07:56:12,672] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:56:12,776] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:56:12,778] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:56:13,074] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:56:13,085] * Configuring Bundle Backend Service 
[2023-06-09 07:56:13,096] * Configuring Configuration Wizard 
[2023-06-09 07:56:13,139] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:56:13,312] * Starting Bundle Backend Service 
[2023-06-09 07:56:15,088] * Starting Configuration Wizard 
[2023-06-09 07:56:15,089] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=ZCy2284FNCcnTAczt8mq] 
[2023-06-09 07:58:23,557] ================================================================ (start)
[2023-06-09 07:58:24,442] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:58:24,444] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:58:24,527] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:58:24,529] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:58:24,804] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:58:24,814] * Configuring Bundle Backend Service 
[2023-06-09 07:58:24,815] * Configuring Configuration Wizard 
[2023-06-09 07:58:24,846] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:58:25,009] * Starting Bundle Backend Service 
[2023-06-09 07:58:26,328] * Starting Configuration Wizard 
[2023-06-09 07:58:26,329] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=PHj01g1iZ7a5Uv30wvhE] 
[2023-06-09 12:53:40,461] ================================================================ (start)
[2023-06-09 12:53:41,508] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 12:53:41,509] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 12:53:41,581] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 12:53:41,582] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 12:53:42,019] * Configuring Service-Container[bundleProcess] 
[2023-06-09 12:53:42,030] * Configuring Bundle Backend Service 
[2023-06-09 12:53:42,052] * Configuring Starting Page Service 
[2023-06-09 12:53:42,063] * Configuring YouTrack Configurator 
[2023-06-09 12:53:42,075] * Configuring Hub 
[2023-06-09 12:53:42,268] * Configuring Bundle Hub Configurator 
[2023-06-09 12:53:42,269] * Configuring YouTrack 
[2023-06-09 12:53:42,442] * Starting Service-Container[bundleProcess] 
[2023-06-09 12:53:42,595] * Starting Bundle Backend Service 
[2023-06-09 12:53:43,927] * Starting Starting Page Service 
[2023-06-09 12:53:43,927] * JetBrains YouTrack 2023.1 will listen inside container on {0.0.0.0:8080}/bundle/starting after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>/bundle/starting] 
[2023-06-09 12:53:44,487] * Starting YouTrack Configurator 
[2023-06-09 12:53:45,292] * Starting Hub 
[2023-06-09 12:53:57,286] * Starting Bundle Hub Configurator 
[2023-06-09 12:53:59,566] * Starting YouTrack 
[2023-06-09 12:54:01,540] 12:54:01,525 INFO  [@init servlet   ] [Reflections                   ] [init@] Reflections took 823 ms to scan 38 urls, producing 1859 keys and 68101 values
[2023-06-09 12:54:21,541]  12:54:21,532 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringDeleteReportsWithoutNames
[2023-06-09 12:54:21,553]  12:54:21,544 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringReplaceReportAxis
[2023-06-09 12:54:21,554]  12:54:21,546 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] Cleaning up 'ReportAxis' to be sure there is no trash here.
[2023-06-09 12:54:21,555]  12:54:21,546 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] staring migration 'MatrixReportAxis' into 'ReportAxis'
[2023-06-09 12:54:21,555]  12:54:21,547 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] processed 0 MatrixReportAxises
[2023-06-09 12:54:21,556]  12:54:21,548 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] deleting entity type 'MatrixReportAxis'
[2023-06-09 12:54:21,556]  12:54:21,549 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] staring migration 'EventTransitionReportAxis' into 'ReportAxis'
[2023-06-09 12:54:21,557]  12:54:21,550 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] processed 0 EventTransitionReportAxises
[2023-06-09 12:54:21,558]  12:54:21,551 INFO  [@init servlet   ] [RefactoringReplaceReportAxis  ] [@] deleting entity type 'EventTransitionReportAxis'
[2023-06-09 12:54:21,559]  12:54:21,554 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringCleanupPreviouslyCalculatedData
[2023-06-09 12:54:21,560]  12:54:21,557 INFO  [@init servlet   ] [RefactoringUtil               ] [@] cleanup data for 0 reports
[2023-06-09 12:54:21,571]  12:54:21,563 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringFixTypoInFieldName
[2023-06-09 12:54:21,572]  12:54:21,569 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringAddUpdateableByToVisibleTo
[2023-06-09 12:54:21,575]  12:54:21,571 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 0 reports
[2023-06-09 12:54:21,586]  12:54:21,577 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringSetupCalculationProgress
[2023-06-09 12:54:21,587]  12:54:21,579 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringResetCalculatingReportsStatus
[2023-06-09 12:54:21,587]  12:54:21,583 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringDropWrongPredefinedFieldsFromTimeReports
[2023-06-09 12:54:21,588]  12:54:21,585 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringSetupTimeSheetsForProject
[2023-06-09 12:54:21,589]  12:54:21,587 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringSetupTimeSheetsType
[2023-06-09 12:54:21,590]  12:54:21,588 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringUpdateCZPersistentTranslation
[2023-06-09 12:54:21,601]  12:54:21,590 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringCleanupTimeSheetData
[2023-06-09 12:54:21,603]  12:54:21,592 INFO  [@init servlet   ] [RefactoringUtil               ] [@] cleanup data for 0 time sheet reports
[2023-06-09 12:54:21,604]  12:54:21,595 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.reports.refactorings.RefactoringCleanupTimeSheetAllUserGroup
[2023-06-09 12:54:21,606]  12:54:21,598 INFO  [@init servlet   ] [RefactoringUtil               ] [@] cleanup author filters for 0 time sheets containing all user group
[2023-06-09 12:54:21,608]  12:54:21,601 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.ring.refactoring.RefactoringClearDuplicatedProfileAttributes
[2023-06-09 12:54:21,610]  12:54:21,608 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 22 users
[2023-06-09 12:54:21,621]  12:54:21,610 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.ring.refactoring.RefactoringRegenerateMobileServiceSecret
[2023-06-09 12:54:21,622]  12:54:21,614 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.ring.refactoring.RefactoringFixOrganizationLink
[2023-06-09 12:54:21,622]  12:54:21,616 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.charisma.refactoring.RefactoringSetDefaultWorkWeekDays
[2023-06-09 12:54:21,633]  12:54:21,623 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: setup time tracking settings for new projects
[2023-06-09 12:54:21,635]  12:54:21,625 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactoring.RefactoringFixWorkItemDates
[2023-06-09 12:54:21,637]  12:54:21,629 INFO  [@init servlet   ] [RefactoringUtil               ] [@] RefactoringFixWorkItemDates: 0 work items processed
[2023-06-09 12:54:21,638]  12:54:21,631 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringWorkItemSetCreatedUpdated
[2023-06-09 12:54:21,649]  12:54:21,639 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 0 work items
[2023-06-09 12:54:21,650]  12:54:21,643 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 0 work items drafts
[2023-06-09 12:54:21,651]  12:54:21,646 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringTimezonesCompatibility3
[2023-06-09 12:54:21,662]  12:54:21,651 INFO  [@init servlet   ] [RefactoringUtil               ] [@] processed 0 user profiles
[2023-06-09 12:54:21,663]  12:54:21,654 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringFixCorruptedWorkItemDate
[2023-06-09 12:54:21,666]  12:54:21,655 INFO  [@init servlet   ] [RefactoringUtil               ] [@] RefactoringFixCorruptedWorkItemDate. Repair dates of 0 work items.
[2023-06-09 12:54:21,667]  12:54:21,658 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringSubscribeForTimeTrackingChanges
[2023-06-09 12:54:21,669]  12:54:21,662 INFO  [@init servlet   ] [ubscribeForTimeTrackingChanges] [@] Enabled time tracking subscription in 0 watch rules, since time tracking is disabled in all projects
[2023-06-09 12:54:21,670]  12:54:21,668 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringRemoveHoursADay
[2023-06-09 12:54:21,682]  12:54:21,674 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringFixWorkItemTypes
[2023-06-09 12:54:21,682]  12:54:21,676 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 work items processed
[2023-06-09 12:54:21,683]  12:54:21,680 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: Clean up time tracking settings with broken project link
[2023-06-09 12:54:21,694]  12:54:21,683 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringCalculateUnderestimationForIssues
[2023-06-09 12:54:21,695]  12:54:21,685 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: Migrate to multiple external references
[2023-06-09 12:54:21,696]  12:54:21,687 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 work items processed
[2023-06-09 12:54:21,697]  12:54:21,691 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.timetracking.refactorings.RefactoringAddColorToWorkItems
[2023-06-09 12:54:21,698]  12:54:21,693 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues WorkItemType
[2023-06-09 12:54:21,699]  12:54:21,695 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: Detach import project duplicates
[2023-06-09 12:54:21,710]  12:54:21,699 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.event.refactoring.RefactoringRemoveCorruptedAttachmentEvents
[2023-06-09 12:54:21,711]  12:54:21,709 INFO  [@init servlet   ] [emoveCorruptedAttachmentEvents] [@] [RefactoringRemoveCorruptedAttachmentEvents] Removed corrupted events about removed attachments: 0/0 
[2023-06-09 12:54:21,722]  12:54:21,716 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Completed youtrack-only refactorings in 0 min 2 sec
[2023-06-09 12:54:21,723]  12:54:21,716 INFO  [@init servlet   ] [ApplicationStateHolderImpl    ] [@] Application state changed from REFACTORINGS_STARTED to REFACTORINGS_FINISHED
[2023-06-09 12:54:21,845]  12:54:21,835 INFO  [@init servlet   ] [security                      ] [@] field Priority[__CUSTOM_FIELD__Priority_0] created
[2023-06-09 12:54:21,846]  12:54:21,841 INFO  [@init servlet   ] [security                      ] [@] Bundle with name: Priorities created with fields [Show-stopper,Critical,Major,Normal,Minor]
[2023-06-09 12:54:21,857]  12:54:21,852 INFO  [@init servlet   ] [security                      ] [@] for field Priority Default bundle is set to Priorities.
[2023-06-09 12:54:21,857]  12:54:21,852 INFO  [@init servlet   ] [security                      ] [@] for field Priority default values are set to [Normal].
[2023-06-09 12:54:21,858]  12:54:21,853 INFO  [@init servlet   ] [security                      ] [@] for field Priority default empty field text is set to No Priority.
[2023-06-09 12:54:21,859]  12:54:21,853 INFO  [@init servlet   ] [security                      ] [@] field Type[__CUSTOM_FIELD__Type_1] created
[2023-06-09 12:54:21,859]  12:54:21,855 INFO  [@init servlet   ] [security                      ] [@] Bundle with name: Types created with fields [Bug,Cosmetics,Exception,Feature,Task,Usability Problem,Performance Problem,Epic]
[2023-06-09 12:54:21,870]  12:54:21,860 INFO  [@init servlet   ] [security                      ] [@] for field Type Default bundle is set to Types.
[2023-06-09 12:54:21,871]  12:54:21,861 INFO  [@init servlet   ] [security                      ] [@] for field Type default values are set to [Bug].
[2023-06-09 12:54:21,871]  12:54:21,862 INFO  [@init servlet   ] [security                      ] [@] for field Type default empty field text is set to No Type.
[2023-06-09 12:54:21,871]  12:54:21,862 INFO  [@init servlet   ] [security                      ] [@] field State[__CUSTOM_FIELD__State_2] created
[2023-06-09 12:54:21,872]  12:54:21,864 INFO  [@init servlet   ] [security                      ] [@] Bundle with name: States created with fields [Submitted,Open,In Progress,To be discussed,Reopened,Can't Reproduce,Duplicate,Fixed,Won't fix,Incomplete,Obsolete,Verified]
[2023-06-09 12:54:21,872]  12:54:21,867 INFO  [@init servlet   ] [security                      ] [@] for field State Default bundle is set to States.
[2023-06-09 12:54:21,873]  12:54:21,868 INFO  [@init servlet   ] [security                      ] [@] for field State default values are set to [Submitted].
[2023-06-09 12:54:21,873]  12:54:21,869 INFO  [@init servlet   ] [security                      ] [@] for field State default empty field text is set to No State.
[2023-06-09 12:54:21,874]  12:54:21,869 INFO  [@init servlet   ] [security                      ] [@] field Assignee[__CUSTOM_FIELD__Assignee_3] created
[2023-06-09 12:54:21,875]  12:54:21,871 INFO  [@init servlet   ] [security                      ] [@] for field Assignee Default bundle is set to <empty>.
[2023-06-09 12:54:21,875]  12:54:21,873 INFO  [@init servlet   ] [security                      ] [@] for field Assignee default values are set to [].
[2023-06-09 12:54:21,876]  12:54:21,873 INFO  [@init servlet   ] [security                      ] [@] for field Assignee default empty field text is set to Unassigned.
[2023-06-09 12:54:21,876]  12:54:21,874 INFO  [@init servlet   ] [security                      ] [@] field Subsystem[__CUSTOM_FIELD__Subsystem_4] created
[2023-06-09 12:54:21,887]  12:54:21,876 INFO  [@init servlet   ] [security                      ] [@] for field Subsystem Default bundle is set to <empty>.
[2023-06-09 12:54:21,888]  12:54:21,877 INFO  [@init servlet   ] [security                      ] [@] for field Subsystem default values are set to [].
[2023-06-09 12:54:21,889]  12:54:21,878 INFO  [@init servlet   ] [security                      ] [@] for field Subsystem default empty field text is set to No Subsystem.
[2023-06-09 12:54:21,889]  12:54:21,879 INFO  [@init servlet   ] [security                      ] [@] field Fix versions[__CUSTOM_FIELD__Fix versions_5] created
[2023-06-09 12:54:21,890]  12:54:21,882 INFO  [@init servlet   ] [security                      ] [@] Bundle with name: Versions created with fields []
[2023-06-09 12:54:21,891]  12:54:21,882 INFO  [@init servlet   ] [security                      ] [@] for field Fix versions Default bundle is set to Versions.
[2023-06-09 12:54:21,892]  12:54:21,883 INFO  [@init servlet   ] [security                      ] [@] for field Fix versions default values are set to [].
[2023-06-09 12:54:21,893]  12:54:21,883 INFO  [@init servlet   ] [security                      ] [@] for field Fix versions default empty field text is set to Unscheduled.
[2023-06-09 12:54:21,894]  12:54:21,884 INFO  [@init servlet   ] [security                      ] [@] field Affected versions[__CUSTOM_FIELD__Affected versions_6] created
[2023-06-09 12:54:21,895]  12:54:21,885 INFO  [@init servlet   ] [security                      ] [@] for field Affected versions Default bundle is set to Versions.
[2023-06-09 12:54:21,896]  12:54:21,886 INFO  [@init servlet   ] [security                      ] [@] for field Affected versions default values are set to [].
[2023-06-09 12:54:21,896]  12:54:21,887 INFO  [@init servlet   ] [security                      ] [@] for field Affected versions default empty field text is set to Unknown.
[2023-06-09 12:54:21,897]  12:54:21,887 INFO  [@init servlet   ] [security                      ] [@] field Fixed in build[__CUSTOM_FIELD__Fixed in build_7] created
[2023-06-09 12:54:21,897]  12:54:21,888 INFO  [@init servlet   ] [security                      ] [@] for field Fixed in build Default bundle is set to <empty>.
[2023-06-09 12:54:21,898]  12:54:21,889 INFO  [@init servlet   ] [security                      ] [@] for field Fixed in build default values are set to [].
[2023-06-09 12:54:21,899]  12:54:21,890 INFO  [@init servlet   ] [security                      ] [@] for field Fixed in build default empty field text is set to Next Build.
[2023-06-09 12:54:21,899]  12:54:21,890 INFO  [@init servlet   ] [security                      ] [@] field Due Date[__CUSTOM_FIELD__Due Date_8] created
[2023-06-09 12:54:22,123]  12:54:22,119 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-scripting-api] created
[2023-06-09 12:54:22,124]  12:54:22,120 INFO  [@init servlet   ] [KLogging                      ] [@] Script [cache] created.
[2023-06-09 12:54:22,125]  12:54:22,120 INFO  [@init servlet   ] [KLogging                      ] [@] Script [context-utils] created.
[2023-06-09 12:54:22,126]  12:54:22,120 INFO  [@init servlet   ] [KLogging                      ] [@] Script [date-time] created.
[2023-06-09 12:54:22,126]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [entities] created.
[2023-06-09 12:54:22,127]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [environment] created.
[2023-06-09 12:54:22,128]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [http] created.
[2023-06-09 12:54:22,128]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [notifications] created.
[2023-06-09 12:54:22,130]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [search] created.
[2023-06-09 12:54:22,130]  12:54:22,121 INFO  [@init servlet   ] [KLogging                      ] [@] Script [strings] created.
[2023-06-09 12:54:22,151]  12:54:22,148 INFO  [@init servlet   ] [KLogging                      ] [@] Script [workflow] created.
[2023-06-09 12:54:22,366]  12:54:22,363 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-confluence-import-aux] created
[2023-06-09 12:54:22,367]  12:54:22,363 INFO  [@init servlet   ] [KLogging                      ] [@] Script [macro-handlers] created.
[2023-06-09 12:54:22,367]  12:54:22,363 INFO  [@init servlet   ] [KLogging                      ] [@] Script [minify-whitespace-replace] created.
[2023-06-09 12:54:22,368]  12:54:22,364 INFO  [@init servlet   ] [KLogging                      ] [@] Script [stringify-handlers] created.
[2023-06-09 12:54:22,369]  12:54:22,364 INFO  [@init servlet   ] [KLogging                      ] [@] Script [table-handlers] created.
[2023-06-09 12:54:22,371]  12:54:22,364 INFO  [@init servlet   ] [KLogging                      ] [@] Script [tag-merge-processor] created.
[2023-06-09 12:54:22,372]  12:54:22,364 INFO  [@init servlet   ] [KLogging                      ] [@] Script [third-party-dependencies] created.
[2023-06-09 12:54:22,373]  12:54:22,364 INFO  [@init servlet   ] [KLogging                      ] [@] Script [to-markdown] created.
[2023-06-09 12:54:22,395]  12:54:22,393 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-atlassian-utils] created
[2023-06-09 12:54:22,396]  12:54:22,394 INFO  [@init servlet   ] [KLogging                      ] [@] Script [users-directory] created.
[2023-06-09 12:54:22,457]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-bugzilla-client] created
[2023-06-09 12:54:22,458]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-connection] created.
[2023-06-09 12:54:22,459]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-fields] created.
[2023-06-09 12:54:22,460]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-history] created.
[2023-06-09 12:54:22,461]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-issue-converter] created.
[2023-06-09 12:54:22,461]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-issues-client] created.
[2023-06-09 12:54:22,462]  12:54:22,449 INFO  [@init servlet   ] [KLogging                      ] [@] Script [bugzilla-utils] created.
[2023-06-09 12:54:22,513]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-confluence-client] created
[2023-06-09 12:54:22,514]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] Script [confluence-client] created.
[2023-06-09 12:54:22,515]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] Script [connection] created.
[2023-06-09 12:54:22,515]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] Script [extractor-articles] created.
[2023-06-09 12:54:22,516]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] Script [extractor-spaces] created.
[2023-06-09 12:54:22,516]  12:54:22,503 INFO  [@init servlet   ] [KLogging                      ] [@] Script [extractor-users] created.
[2023-06-09 12:54:22,578]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-demo-client] created
[2023-06-09 12:54:22,579]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] Script [client] created.
[2023-06-09 12:54:22,579]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] Script [demo-article] created.
[2023-06-09 12:54:22,580]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] Script [demo-issue] created.
[2023-06-09 12:54:22,580]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] Script [demo-project] created.
[2023-06-09 12:54:22,580]  12:54:22,575 INFO  [@init servlet   ] [KLogging                      ] [@] Script [demo-user] created.
[2023-06-09 12:54:22,642]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-github-issues-client] created
[2023-06-09 12:54:22,643]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-content-converter] created.
[2023-06-09 12:54:22,644]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-content-loader] created.
[2023-06-09 12:54:22,644]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-history-converter] created.
[2023-06-09 12:54:22,645]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-issue-converter] created.
[2023-06-09 12:54:22,646]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-issues-client] created.
[2023-06-09 12:54:22,646]  12:54:22,638 INFO  [@init servlet   ] [KLogging                      ] [@] Script [github-utils] created.
[2023-06-09 12:54:22,698]  12:54:22,695 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-gitlab-client] created
[2023-06-09 12:54:22,699]  12:54:22,696 INFO  [@init servlet   ] [KLogging                      ] [@] Script [gitlab-client] created.
[2023-06-09 12:54:22,699]  12:54:22,696 INFO  [@init servlet   ] [KLogging                      ] [@] Script [gitlab-connection] created.
[2023-06-09 12:54:22,699]  12:54:22,696 INFO  [@init servlet   ] [KLogging                      ] [@] Script [gitlab-issue-converter] created.
[2023-06-09 12:54:22,700]  12:54:22,696 INFO  [@init servlet   ] [KLogging                      ] [@] Script [gitlab-utils] created.
[2023-06-09 12:54:22,792]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-jira-client] created
[2023-06-09 12:54:22,793]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [client] created.
[2023-06-09 12:54:22,793]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [events] created.
[2023-06-09 12:54:22,793]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [fields] created.
[2023-06-09 12:54:22,794]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [issue-handler] created.
[2023-06-09 12:54:22,795]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [links] created.
[2023-06-09 12:54:22,796]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [security] created.
[2023-06-09 12:54:22,796]  12:54:22,790 INFO  [@init servlet   ] [KLogging                      ] [@] Script [utils] created.
[2023-06-09 12:54:22,807]  12:54:22,801 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-json-client] created
[2023-06-09 12:54:22,807]  12:54:22,802 INFO  [@init servlet   ] [KLogging                      ] [@] Script [issues] created.
[2023-06-09 12:54:22,808]  12:54:22,802 INFO  [@init servlet   ] [KLogging                      ] [@] Script [json-client] created.
[2023-06-09 12:54:22,809]  12:54:22,802 INFO  [@init servlet   ] [KLogging                      ] [@] Script [projects] created.
[2023-06-09 12:54:22,850]  12:54:22,842 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-mantis-issues-client] created
[2023-06-09 12:54:22,851]  12:54:22,842 INFO  [@init servlet   ] [KLogging                      ] [@] Script [mantis-issues-client] created.
[2023-06-09 12:54:22,851]  12:54:22,842 INFO  [@init servlet   ] [KLogging                      ] [@] Script [utils] created.
[2023-06-09 12:54:22,884]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-monday-client] created
[2023-06-09 12:54:22,886]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attach] created.
[2023-06-09 12:54:22,887]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attach_converter] created.
